sighting_id,datetime,location_id,shape_id,duration_seconds,duration_text,comments,date_posted
133,10/10/2007 06:00,773,13,600,10 min.,Observed 2 white clouds of identical shape in clear blue shy with object becoming visible beneath one cloud.,6/9/2009
134,10/10/2007 13:00,724,20,10800,3 hours,triangle with 3 llights blinking. 500 Lights On Object0: Yes,11/28/2007
135,10/10/2007 18:33,23,8,120,1 to 1 1/2 minutes,Star-like (but MUCH BRIGHTER AND LARGER) light west of D-town PA.  Seen against sunset.  ((NUFORC Note:  Contrail??  PD)),11/28/2007
136,10/10/2007 19:00,87,14,3,3 seconds,pulsing flash recurring at 2 second intervals 3 times along the same trajectory along 90 degrees of sky,11/28/2007
137,10/10/2007 20:10,257,4,60,appx. 1 minute,MUFON GEORGIA FOLLOW-UP REPORT:  Joint NUFORC-MUFON of Georgia Investigation-Fiery Sphere Shaped Object,6/12/2008
138,10/10/2007 20:30,465,2,3600,1 hour,Craft seen falling and dissapears into thin air.  ((NUFORC Note:  Missile launch??  We have no explanation for the aircraft.  PD)),11/28/2007
139,10/10/2007 20:55,431,2,30,30 seconds,Shooting star without red globe burn-out or descent maintains steady Southerly trajectory.  ((NUFORC Note:  Missile launch??  PD)),11/28/2007
140,10/10/2007 21:00,213,13,120,2 mins,A oval shaped object hovered and shot through the sky with very bright lights and then vanished. 500 Lights On Object0: Yes,11/28/2007
141,10/10/2007 21:43,650,15,35,35 seconds,Large Boomerang formation of lights over Houston Beltway 8 &amp; Westheimer moving north to south 10/10/07 9:43 PM.,11/28/2007
142,10/10/2007 22:00,112,18,600,10 minutes,Bright pulsating light over lake superior.,1/21/2008
143,10/10/2007 22:00,98,8,600,10 minutes,UFO SPOTTED FLEMING COLORADO,11/28/2007
144,10/10/2007 22:00,258,2,3600,1:00:00,Light pattern moving silently through rapid maneuvers over Grove City,1/21/2008
145,10/10/2007 22:00,589,16,4,4 seconds,large mass of tiny lights all clustered together in the shape of a large boomerang over eastern sky in north Texas.,11/28/2007
146,10/10/2007 23:05,369,20,15,15 seconds,Hovering triangular shape seen with flashing lights seen in Colorado,11/28/2007
147,10/10/2008 02:00,548,18,300,5 min,Lights at night shining into car and garage and around blinds,10/31/2008
148,10/10/2008 02:00,133,8,240,4 min,Huge moon size orange bright almost complete circle,10/31/2008
149,10/10/2008 04:00,66,7,600,10 mins,Ufo sighting in Carlin NV at the pilot truck stop. 500 Lights On Object0: Yes,7/19/2010
150,10/10/2008 04:50,396,15,600,10 minutes+,I saw a huge V-shaped object moving slowly and silently over the roof tops in my neighborhood.,10/31/2008
151,10/10/2008 06:00,57,13,45,45 seconds,I live Colonie New York a suburb of Albany.  I live within 4 miles of the Albany International Airport. Many  takeoff&#8217;s and landings,10/31/2008
152,10/10/2008 10:22,325,20,60,1 minute,I saw a brightly lightes v shaped ufo while driving through fremontca.,10/31/2008
153,10/10/2008 18:00,289,20,900,15 minutes,Carousel in the sky on fire / pixalated triangle over Yuma AZ,10/10/2011
154,10/10/2008 19:00,578,18,600,10 minutes,Glowing succession of flying objects on the horizon.,10/31/2008
155,10/10/2008 20:00,547,15,10,10 seconds,six strange lights in the sky over La Crescent MN,10/31/2008
156,10/10/2008 20:00,540,13,60,1 minute,Silent oval bright white craft in yard.,7/4/2012
157,10/10/2008 20:00,193,18,180,3 minutes,Around 8:00 pm? I Went out side and looked up at the stars and I saw a light which I thought was a small faded star  until it started t,10/31/2008
158,10/10/2008 20:40,409,18,300,5 minutes,In the northwest sky there were about seven lights moving slowly and flashing in and out if an extremely strange fashion.,10/31/2008
159,10/10/2008 21:30,472,13,900,15 minutes,12 ovel objects flying east to west orange and red at a slow speed then vanished,10/31/2008
160,10/10/2008 22:00,149,7,30,30 seconds,low flying saucer in suburban area.  ((NUFORC Note:  Student report.  PD)),10/31/2008
161,10/10/2008 22:30,774,8,20,20 secounds,Tanslucent orange/yellow UFO in Madison WI,10/31/2008
162,10/10/2008 23:15,136,4,60,1 minute,spherical in shape orange flames coming from the bottom completely silent moved fast and also hovered.,10/31/2008
163,10/10/2009 12:00,679,3,60,1min,metallic egg shaped craft above crested butte CO.  Also have seen great amount of activity READ ME&#33,12/12/2009
164,10/10/2009 12:42,304,2,6,6 seconds,In&#39t see nothing in the park,12/12/2009
165,10/10/2009 16:24,173,2,180,2-3 minutes,Second sighting was only 150 feet away.  Observations between two sightings.,12/12/2011
166,10/10/2009 19:30,494,2,900,15 minutes,It looked sort of lime green.  It appeared to have an odd texture.  It had a dimples on its surface.  It was not smooth at all.  It jus,12/12/2009
167,10/10/2009 20:30,334,18,300,5 mins,UFO over Disneyland.,12/12/2009
168,10/10/2009 20:45,512,18,600,10minutes,Two lights seen with a lighting of something strobe like near the ground.,12/12/2009
169,10/10/2009 21:00,557,7,300,less than 5 minutes,Two large glowing amber/dark orangish colored circular disks-not a sound-,11/21/2010
170,10/10/2009 23:00,397,1,900,15 minutes,black object that seemed to impode into a sphere and vanish only to reappear in the same shape and move location,12/12/2009
171,10/10/2009 23:23,714,18,180,3 minutes,Bright red light object made random moves horizontally and floated for a while and then went up vertically.,12/12/2009
172,10/10/2010 01:00,765,18,7200,a few hours,Xmas colored rotating lights.  ((NUFORC Note:  Twinkling stars??  PD)),1/5/2011
173,10/10/2010 02:30,666,8,240,4  minutes,possible UFO sighting,11/21/2010
174,10/10/2010 03:00,89,8,180,3 minutes,2 objects blinking red and white disappeared into the sky after hovering around sky for 3 minutes.( over lake erie,11/21/2010
175,10/10/2010 08:30,145,15,600,5-10 mins,Strange orange lights in the night sky,11/21/2010
176,10/10/2010 12:00,516,18,240,4 mins,&quot;Star&quot; like objects during clear day light in formation.,11/21/2010
177,10/10/2010 13:00,473,18,180,3 minutes,Object(s) visible 3 times at same place in the sky at during day in Chas SC,7/4/2012
178,10/10/2010 16:30,54,10,15,15 secs,Metalic cigar shaped object sighted during lull in a storm in Springfield VA,11/21/2010
179,10/10/2010 17:10,770,18,600,five to ten minutes,Saw a light in the sky fading in and out over Bridgeport CT.,11/21/2010
180,10/10/2010 18:30,147,20,120,1-2minutes,triangular ufo sighting in oregon 10-10-10,11/21/2010
181,10/10/2010 20:00,524,13,60,1 minute,I was coming back from the grocery store around 8:30 pm when I noticed a large orange glowing object in the sky above my neighbors hous,11/21/2010
182,10/10/2010 20:20,449,9,5,5 seconds,Bus sized fireball object over 91 about 3-400 ft up going about 150 mph at a downward 20 degree angle.,5/2/2014
183,10/10/2010 20:45,410,21,600,10min,It had rows of white lights with red lights pulsating in between them,11/21/2010
184,10/10/2010 21:00,584,16,30,30 seconds,crown shaped object with two orange lights over everett wa,11/21/2010
185,10/10/2010 21:00,222,7,7200,2 hours,We saw  what seem to be a space craft in the eastern sky of northern AZ on 10-10-10.,1/31/2011
186,10/10/2010 21:30,57,8,10,10 seconds,Circle of light SUNY Albany.,8/30/2013
187,10/10/2010 22:30,647,3,7200,2 hours,Blue Light in Garden Grove,11/21/2010
188,10/10/2010 23:00,278,1,1200,approx. 20 mins,Bright lights hovering and going in and out of orchestrated formations,11/21/2010
189,10/10/2011 00:00,5,20,7200,2 hours,Red green &amp; orange blinking triangle formation.  ((NUFORC Note:  Probable sighting of a twinkling star possibly Sirius.  PD)),10/10/2011
190,10/10/2011 01:00,551,8,300,5 minutes,Single reddish circle  in the sky that wasn&#39t jet nor satelitte,8/30/2013
191,10/10/2011 02:00,762,16,300,hours,Craft boomerang shape.2:00am duration hours.  ((NUFORC Note:  Probable sighting of a twinkling star possibly Sirius.  PD)),10/10/2011
192,10/10/2011 10:30,82,8,60,1 minute,Amber object in night sky during full moon or the day before full moon,10/19/2011
193,10/10/2011 14:30,746,13,40,40 sec,Bright oval object in sky,10/25/2011
194,10/10/2011 15:00,81,7,5,less than 5 seconds,Small shiny object seen in sky while driving on clear day looked back for a 3rd time and it was gone.,10/10/2011
195,10/10/2011 19:00,388,18,300,5 minutes,Three orange lights flying in unison,10/19/2011
196,10/10/2011 20:00,300,9,1200,15-20 minutes,Fireball Spinning Orange UFO,10/19/2011
197,10/10/2011 21:00,184,9,60,1 minute,Orange light flies overhead and turns black as it passed silently.,12/12/2011
198,10/10/2011 21:00,605,8,15,15 seconds,BRIGHT LIT ORB SPEEDS ACROSS S.CENTRAL PA. SKY MAKING NO SOUND THEN DISAPPEARS,10/19/2011
199,10/10/2011 21:55,404,8,3,3 seconds,Object over North Platte Nebraska,12/12/2011
200,10/10/2011 23:00,156,20,90,1:30,Flying triangle by Waynesville Ohio,10/19/2011
201,10/10/2012 10:15,770,8,630,10:30,A Bright light that is a UFO,10/30/2012
202,10/10/2012 18:56,149,4,240,4 minutes,Single white light or craft passed over and very close to a commercial jet.  ((NUFORC Note:  Possibly the ISS?  PD)),10/30/2012
203,10/10/2012 19:09,241,13,120,1-2 minutes,A black unknown craft is seen in the sky over Sterling Hts. Michigan,10/30/2012
204,10/10/2012 19:40,30,18,900,15 minutes,Went to move my car to the other side of the road in the city of syracuse.  saw low flying lights moving east towards dowtown.,10/30/2012
205,10/10/2012 19:45,30,8,240,4 minutes,Bright orange circles going thru the sky in the same direction. Some were closer to each other.,10/30/2012
206,10/10/2012 20:00,100,18,20,15 to 20 seconds,Bright zig zagging light in the sky above norad.,10/30/2012
207,10/10/2012 20:00,190,1,240,4 minutes,Orange fiery lighting objects changing locations.,10/30/2012
208,10/10/2012 20:15,769,7,1800,30 minutes,A cloaked disk hovered three hundred feet above two apartment buildings in the Bronx for aproximately thirty minutes.,10/30/2012
209,10/10/2012 20:30,579,9,120,1-2 minutes,4 fireballs in sky side by side,10/30/2012
210,10/10/2012 20:30,162,18,240,2 to 4 minutes,I was leaving my friend&#39s house to go home.  My friend and her 3 1/2 year old daughter walked me to her front door when she noticed all,10/30/2012
211,10/10/2012 20:30,159,16,6,5-6 seconds,POSSIBLE ALIEN/HUMANOID SEEN RUNNING INTO HILLS,10/30/2012
212,10/10/2012 20:45,285,4,300,5 minutes,18 glowing UFOs seen over Phoenix  AZ tonight 10/12/12 8:45PM,10/30/2012
213,10/10/2012 20:48,324,18,240,4 minutes,Noticed light in the N.E. section of the sky about 30 deg. up that did not move. About the size of Venus.  ((NUFORC Note:  Capella?  PD,10/30/2012
214,10/10/2012 21:00,87,1,1200,15-20 minutes,Spheres of light seen over the west campus area of austin which then broke apart and sped off in different directions.,12/20/2012
215,10/10/2012 21:00,667,10,180,3 minutes,Large cigar shaped flying about 800 feet high.  Huge square engines on back.,10/30/2012
216,10/10/2012 21:00,90,18,600,10 minutes,Fleet of red UFO&#39s emerging from Mt. Rainier.,11/19/2012
217,10/10/2012 23:01,227,21,20,20 seconds +,UFO over Suffern NY,10/30/2012
218,10/10/2012 23:20,281,6,5,5 seconds,Flying red object over Rancho Mirage ca,10/30/2012
219,10/10/2013 02:32,204,5,5,5 seconds,Tracking north to south at apx 2500 ft. A very fast semi-transparent Chevron shape craft slightly larger than a commercial plane.,10/14/2013
220,10/10/2013 17:00,460,18,10800,2-3 hours,Hovering bright object moving slowly around St. Louis.,10/23/2013
221,10/10/2013 19:00,560,18,60,1 minute,Fast moving white light.,10/14/2013
222,10/10/2013 19:20,205,18,120,2 minutes,Noiseless low flying white bright constant light.,10/14/2013
223,10/10/2013 19:20,529,8,600,10 minutes,2 circle lights moving erratically over Kenner La.,10/14/2013
224,10/10/2013 20:00,64,8,300,5 minutes,Yellow/orange sphere/circle that flew across night sky slow speeds then simply vanished  had no blinking lights was not an airplane,10/14/2013
225,10/10/2013 20:00,588,18,5,5 seconds,White orb above the clouds moving very fast no flashing lights zoomed across the sky and disappeared out of sight.,10/14/2013
226,10/10/2013 20:30,514,18,1200,20 minutes,3 bright lights holding a vertical position over central Michigan USA.,10/14/2013
227,10/10/2013 20:30,47,8,60,1 minute,I saw a sphere shaped object flying east to west moving faster than any conventional aircraft was white to orange in color as it reache,10/14/2013
228,10/10/2013 20:32,63,4,45,45 seconds,Three glowing reddish-orange spheres changing to white lights,10/14/2013
229,10/10/2013 20:35,175,20,180,3 minutes,Black triangle aircraft with white lights on each point completely silent seen flying low SW to NE.,10/14/2013
230,10/10/2013 21:17,581,20,45,45 seconds,Small triangle with 3 lights floating low over a field then slowly flying away.,10/14/2013
231,10/10/2013 21:30,588,18,1,1 second,Very white bright light moving fast inside clouds.,10/14/2013
232,10/11/1973 16:45,536,3,14400,possible 4 hrs.,EGG-SHAPED OBJECT EMITS LIGHT RAY AND PEOPLE LOSE 4 HOURS,7/11/2000
233,10/11/1978 23:00,97,8,300,5 miniutes,round revolving lights reflecting on the fog,10/28/2002
234,10/11/1987 21:30,619,18,30,30 seconds,White light moves west to east suddenly stops then moves south at a high rate of speed.,10/14/2013
235,10/11/1987 23:59,496,9,60,60 seconds,bright blue ball of light.,8/19/2000
236,10/11/1989 21:00,282,4,180,2 to 3 minutes,HBCCUFO CANADIAN REPORT:  Large glowing sphere was positioned almost directly overhead.,10/15/2003
237,10/11/1989 21:00,282,4,300,5 minutes,Reddish-orange sphere seen outside Kewanee IL,7/26/2002
238,10/11/1992 10:00,598,4,900,15 minutes,Six Spheres of light move into my vision over the 92 Albuquerque Balloon Fiestathen vanish straight up.,3/6/2001
239,10/11/1994 02:00,115,20,300,5mins,triangle UFO in jackson NJ  Countyline 526   over the old fire station next to the trailer park,1/29/2002
240,10/11/1994 04:00,646,5,4,4 seconds,Double white lights in chevron shape flying north to south about the size of the constellation of the Pleades covered half the sky in,1/28/1999
241,10/11/1996 22:00,654,18,60,60 sec.,1996 SIGHTING IN DAMASCUS VA. WHILE CAMPING IN THE CHEROKEE NATIONAL FOREST.,9/24/2003
242,10/11/1998 02:15,6,16,3600,1 hour,Boomerang shaped lit up at the neds and center of the boomerang.,11/1/1998
243,10/11/1998 14:05,743,10,120,2 minutes,I went out and saw this cigar shaped object high above about where the sun would be at 12 o&#39clock. I stared at it trying to identify,11/1/1998
244,10/11/1998 14:30,489,18,10,10 seconds,Bright shiny object splits in two and disappears above horizon.,11/1/1998
245,10/11/1998 20:30,689,4,14400,4 hrs +,Spherical.  Red yellow and green lights.  Below clouds yet very high up.,11/1/1998
246,10/11/1998 22:40,69,4,30,30 seconds,My friend Steven and I were crossing over to Bar Island at low tide when we witnesses a green spherical object crossing the sky at a gr,11/1/1998
247,10/11/1998 22:45,301,9,4,4 seconds,Greenish blue fireball streaking across horizon,11/1/1998
248,10/11/1999 00:15,737,18,180,3 minutes,Bright light coming from back yard and a surreal sensation of forboding.,3/21/2003
249,10/11/1999 04:30,531,18,300,5min,It was a large bright light sitting stationary in the sky. Within our atmosphere. Not a star. It did not move or change shape and was t,10/19/1999
250,10/11/1999 07:40,126,13,600,10minuets,While dirving to work this monday morning the 11th of October I spotted two jets flying toward the horizion. Becouse of the rising sun,10/19/1999
251,10/11/1999 09:10,542,18,10,10 seconds,i saw bright light come out of clouds 2 aircraft came from behind and appeared to shot at the light light went back into the clouds,10/19/1999
252,10/11/1999 20:15,695,13,30,30 seconds,The object was just below the tree line. The object was light up by a yellowish light with blue lights.You could see the windows in it,10/19/1999
253,10/11/1999 20:15,695,13,30,30 seconds,Was oval shaped had different colored lights all the way around the center of the object. The top was yellowish with windows with light,10/19/1999
254,10/11/1999 20:15,695,13,60,1 minute,it was a beautiful oval shaped object that had huge windows lite with every color you can imagine.  we saw this object to the left of t,10/19/1999
255,10/11/1999 20:15,695,13,60,1 minute,oval shaped with colorful lights all around with huge windows lite up very colorful most beautiful thing in the sky. in valley area it,10/19/1999
256,10/11/1999 20:35,719,16,5400,1.5hours,About 2030 cst I noticed what apeared to be a &quot;tumbler&quot; a flashing satellite. After observing for approx.10 min. I realized that the ob,10/19/1999
257,10/11/1999 21:00,443,10,2,seconds,oblong extremely large and  bright object in sky going behind mountains. Object much larger than a meteorite.,10/19/1999
258,10/11/1999 21:10,422,20,45,30-45 sec.,I was looking into the sky towards the high east watching what appeared to be a passenger jet cross the sky when my periphial vision ca,10/19/1999
259,10/11/1999 21:30,33,18,600,10 mins,Object was at 45 degrees above southern horizon. Being stationary for 5 mins. and then executed some right angle maneuvers. Focal dista,11/9/1999
260,10/11/1999 21:30,640,18,3600,1hrs,Pinpoint of light travelled from east to west breifly then hovered for about an hour then disappeared.,10/19/1999
261,10/11/1999 21:45,189,18,900,15 min.,Bright light due south traveling east extremely slowly. Bright flash given off from object every 10 seconds with a dim flash every 3,11/2/1999
262,10/11/1999 22:30,24,7,600,10 min,Saucer shaped objectwith rows of red lights on bottom side; one white lighttop and bottom,11/9/1999
263,10/11/2000 20:00,51,18,30,30 seconds,Was looking at the near full moon with binoculars when a very bright round light appeared to the left of the moon. at arms lenght it wa,12/2/2000
264,10/11/2000 22:00,653,18,30,hours,White starlike lights in sky that blink red and blue and move erratically over Sacramento region.,12/2/2000
265,10/11/2000 23:30,274,18,1500,20-25 mins,UFO ENCOUNTER LESS THAN 300 FEET,12/12/2011
266,10/11/2001 01:00,585,18,10800,3 hours+,My brother and I went outside to have a smoke and then noticed a moving multicolored light in the sky....,11/20/2001
267,10/11/2001 02:15,360,16,1800,30 minutes,It looked like a star but it would move and after a few seconds a red aura would appear around it and emit objects.,10/12/2001
268,10/11/2001 05:15,497,18,900,15 minutes,Odd Lights in Colorado Sky,10/12/2001
269,10/11/2001 08:15,349,12,300,5 minutes,short vapotr looking teardropped object always beside the sun&#33&#33&#33noticed from 10/11-10/26/01,11/20/2001
270,10/11/2001 20:35,606,20,60,1 minute,Three bright white lights in a row in the sky.,10/12/2001
271,10/11/2001 23:49,21,12,300,5 minutes,We saw three teardroped shaped crafts with slowy flashing lights moving very slow then taking off very rapidly.,10/12/2001
272,10/11/2002 06:17,248,9,6,6 seconds,bright green triangular object throwing sparks traveling extremely fast,10/15/2002
273,10/11/2002 13:25,668,4,600,10 min,A small white sphere which stopped hovered for 5 minutes then took off and disapeared.,10/15/2002
274,10/11/2002 16:15,501,21,300,5min,Daylight sighting of High Altitude Light,11/4/2002
275,10/11/2002 20:36,384,9,3,3 seconds,Meteor lights up the skies over Dallas crashes somehere to the south.,10/28/2002
276,10/11/2003 00:20,698,8,5,5 seconds,THE TWO WHITE ROUND OBJECTS FLEW SYNCHONIZED SIDE BY SIDE AND EVENTUALLY VEERED OFF MADE HALF A CIRCLE AND MERGED AND RE-ENTERED SPACE,10/15/2003
277,10/11/2003 01:29,769,3,120,2 minutes,object  discharged another flew at first low then went higher hovered around empire state building,4/16/2005
278,10/11/2003 03:00,365,4,3,2-3 secs,Round very light blue object goes behind a small mountain,10/15/2003
279,10/11/2003 11:32,475,8,40,30-40 sec,Two fuzzy disks chaseing each other.,11/26/2003
280,10/11/2003 19:05,756,18,600,ten minutes,Unverified pair of bold star lights diminishing in perfect unison.,10/31/2003
281,10/11/2003 20:00,88,2,10,10 seconds,Large flash outside the house rattling the windows with a low hum.,10/15/2003
282,10/11/2003 20:30,574,7,180,3.minutes,Saucer shaped craft with kaleidoscope lights.,10/15/2003
283,10/11/2003 22:40,470,5,600,10 minutes,UFO with black exhaust sighted in Independence MO Oct. 11 2003,11/8/2003
284,10/11/2004 01:00,246,20,3,2-3 seconds,3 trangular UFOs were spotted in a triangle formation for 3 seconds.,10/27/2004
285,10/11/2004 02:37,531,6,20,15-20 secs,Large rectangular pale green-blue object spotted at approx. 2:37 am 10/11/04 moving east over the San Fernando Valley.,10/27/2004
286,10/11/2004 03:40,427,18,20,20 seconds,Very intense light shone through covered windows absolutely no sound felt presence before observing.,10/27/2004
287,10/11/2004 04:15,271,16,7200,2 hours,star-like light that bobbled side to side and up and down  ((NUFORC Note:  We suspect Venus.  PD)),10/27/2004
288,10/11/2004 05:00,159,18,15,12-15seconds,Light traveling at very high rate of speed across the morning sky.,10/27/2004
289,10/11/2004 11:00,502,15,2700,45 minutes,Large formation of UFO&#39s seen over south Salinas CA on Oct. 11 2004 in broad daylight.,10/27/2004
290,10/11/2004 14:00,660,8,60,1 minute,observed Angel Hair type UFO,12/14/2004
291,10/11/2004 18:00,200,6,120,2 minutes,Rectangle over Fresno California.,11/11/2013
292,10/11/2004 22:29,249,9,1351,22:31,Large flaming tail and eratic movement - sudden change of direction,12/3/2004
293,10/11/2004 23:00,286,15,7200,2 hours,Multiple formations viewed by three witnesses.,10/27/2004
294,10/11/2004 23:15,39,18,540,9 minutes,Hovering light seen over Williamsville NY,10/27/2004
295,10/11/2005 00:00,316,18,180,ohrs,light dancing over holliday florda,10/20/2005
296,10/11/2005 03:00,763,8,7200,2 hours plus,((NUFORC Note:  Possible star.  PD))  Bright colorfull glowing ball.,10/11/2005
297,10/11/2005 16:36,530,18,720,about 12 mins,Lights near  Lake Point/Grantsville UT,10/20/2005
298,10/11/2005 18:45,485,18,5400,90 minutes,Formation of amber lights over Tolleson AZ that flickered off and on for about 90 minutes.,10/20/2005
299,10/11/2005 19:00,195,15,1800,30 minutes,two different multi-light configurations that changed position and appeared low in the sky south of Buckeye Arizona,10/20/2005
300,10/11/2005 19:00,231,18,1800,30 minutes,amber lights over I-10 near Casa Grande Az.,10/20/2005
301,10/11/2005 19:30,720,20,3,~3 sec,3 light triangle stayed perfectly still and then shot off fter 3 seconds of stillness.,10/20/2005
302,10/11/2005 19:45,152,18,1800,30 minutes?,((NUFORC Note:  Possible sighting of Mars.  PD))  Massive brilliant white light that just hung in the Southern sky.,10/20/2005
303,10/11/2005 21:00,226,13,300,5 min,oval sahped  the whole thing was lit up with a very bright white light huvered over the treesdisappeared,12/16/2005
304,10/11/2005 21:00,454,18,10,10 seconds,strange shit in the sky in sac county iowa.,10/20/2005
305,10/11/2006 01:25,93,7,13,13 sec,Circle shaped solid white object flying through clouds.,10/30/2006
306,10/11/2006 11:29,208,2,120,a few minutes,I noticed a very white tail behind an object traveling north in the southern sky. It appeared to be very high and far away. The object,10/30/2006
307,10/11/2006 19:00,510,9,120,1 -2 minutes,huge ball of fire hanging in the sky,12/7/2006
308,10/11/2006 19:30,290,18,600,10 minutes,Northern Lights ?? Right&#33,12/7/2006
309,10/11/2006 20:45,723,11,3600,1 hour,Six orange glowing diamond shaped objects in two separate clusters due east of Pensacola,10/30/2006
310,10/11/2006 21:00,356,18,900,15 minutes,THE LIGHTS KEPT FLASHING AND MOVING AT VERY HIGH SPEEDS SHOWING UP THEN WOULD BE GONE IN AN INSTANT THEN FLYING SIDE WAYS UNLIKE ANY PL,10/30/2006
311,10/11/2006 21:32,120,8,3,3 seconds,White light imploded,10/30/2006
312,10/11/2006 22:00,389,18,60,about 1 minute,Fast moving ball of light speeds across the sky.,10/30/2006
313,10/11/2006 23:00,235,20,60,1 minute,Two triangular objects lit up by three main lights and other lights in between moving simotaniously to the East over Pampa Tx.,10/30/2006
314,10/11/2006 24:00,567,13,120,a min or two,I was walking from the garage to the houseI happen to look up at a plane I hurd over head a small private plane. There&#39s a small air,2/1/2007
315,10/11/2007 04:40,335,13,360,6 minutes,flashing lights spotted near Ohio River,11/28/2007
316,10/11/2007 10:10,78,21,900,15min,it was not anything thath we have,11/28/2007
317,10/11/2007 16:00,147,8,900,15 minutes,Silver circular or sphere-like object flying parallel to I-205 in the Gladstone/Clackamas area.,11/28/2007
318,10/11/2007 19:50,193,20,10,10 seconds,I saw two orange colored lights close together but moving independently across the sky at high rate of speed. Then they disappeared.,11/28/2007
319,10/11/2007 20:15,486,18,1800,30 minutes,Bright white light and then 2 blinking red lights in Western Sky,11/28/2007
320,10/11/2007 20:30,538,7,1800,30 min.,Brightly lighted Object appeared total of 6-8 times in different locations in night sky over ocean for few seconds and disappeared,11/28/2007
321,10/11/2008 04:30,330,7,3,3 seconds,I saw a ufo for 3 seconds by my house.,10/31/2008
322,10/11/2008 06:00,518,18,180,2-3 minutes,Very small lights very high. moved at great speed and cganged direction. Not aircraft.,10/31/2008
323,10/11/2008 13:00,293,4,20,20 secounds,7 UNKOWN AIRBORN OBJECT&#39S SEEN OVER  SALISBURY NC..SEARCH GRID WITNESSED&#33&#33..,10/31/2008
324,10/11/2008 19:00,770,8,7200,2 hours,I saw 6 glowing orbs lining up in different formations witin a 2 hour period over Long Island Sound.,10/31/2008
325,10/11/2008 19:00,727,4,7200,2 hours?,freinds and familes see UFO,10/31/2008
326,10/11/2008 19:00,646,18,60,1 min approx,Bright light moving from NW to SE,10/31/2008
327,10/11/2008 19:30,176,20,30,30 seconds,A dark flying V.,10/31/2008
328,10/11/2008 20:30,245,18,900,15 minutes,MYSTERIOUS LIGHTS IN THE TEXAS SKY.,3/19/2009
329,10/11/2008 22:20,598,9,120,2 minutes,Vehicle out of southern sky thought to be shooting star hovers over city.,10/31/2008
330,10/11/2008 22:30,531,20,30,30 seconds,Large Triangle sighted over L.A,10/31/2008
331,10/11/2009 02:45,347,16,10800,3 hrs,2 Bright Orange lights in the sky moving up down and circular motion with shooting streaking trail -looked like shooting star,12/12/2009
332,10/11/2009 04:00,234,18,600,5 to 10 min,A bright light moving across the sky getting closer stopped on a dime got brighter and took off with no sounds at all,12/12/2009
333,10/11/2009 09:45,55,20,20,20 seconds,I was standing on a sidewalk near salem high school where i saw a triangular shaped craft slowly gliding right over my head. my mom jus,6/27/2011
334,10/11/2009 12:30,187,3,1200,20 minutes,2 eggshaped objects over Glendale Az. near stadium.,12/12/2009
335,10/11/2009 18:00,261,7,120,several minutes,strange object photographed over Louisville Kentucky October 11 2009,12/12/2009
336,10/11/2009 18:05,312,13,3,3 seconds,At around 6pm (18:00 hours) I was outside in the backyard of my home with my Canon EOS Rebel XT digital camera taking photographs of na,12/12/2009
337,10/11/2009 19:00,131,8,15,10 to 15 seconds,I was watching the sky like I always do on a clear night because you can always see what appear to be stars riding along the night sky.,12/12/2009
338,10/11/2009 19:50,673,14,540,8 - 9 minutes,Two Hovering Aircraft Spotted Around a Strange Haze,12/12/2009
339,10/11/2009 21:55,774,18,180,3 minutes,Amber orange light moving very slowly dimming out shooting away.,12/12/2009
340,10/11/2010 00:30,2,16,1200,20 min,three lights that changed colors rapidly suspended over the ocean that increased and decreased in intensity often,11/21/2010
341,10/11/2010 04:50,57,13,120,2 min,Oval metallic object,11/21/2010
342,10/11/2010 06:20,312,4,2400,40 min,Electrical Sphere shape morning sky over Palm Beach Florida,11/21/2010
343,10/11/2010 12:30,297,1,2700,about 45 min,slowmoveing  fire ball in sky,11/21/2010
344,10/11/2010 19:40,380,18,240,3-4 minutes,Craft with two white lights in Minneapolis Approach Pattern that moved down and not forward then disappered behind the tree line.,11/21/2010
345,10/11/2010 20:50,554,8,60,1 min,I was north on a mountain facing south with my friend. We were star gazing and I looked up in the sky at about a 45 degree angle and sa,11/21/2010
346,10/11/2010 20:53,1,20,5,3-5 seconds,We believed this object to be an airplane on fire,11/21/2010
347,10/11/2010 21:35,638,16,15,15 seconds,Opposing lights of amber that sliently crossed low in the sky.,11/21/2010
348,10/11/2011 03:15,747,5,120,2 min,I noticed the craft as it had just passed over Rt 1. i brought my semi to a stop and shut down the engine. the craft was very largeas,10/19/2011
349,10/11/2011 08:40,442,16,180,3 minutes,UFO Report:  Date: October 11th 2011 Location: Las Vegas NV (near Henderson NV) Time: 8:40 A.M. Near Las Vegas Nevada I was out,10/19/2011
350,10/11/2011 15:00,146,18,8,8 seconds,Bright white star-like UFO over Cedar City at 1500 on sunny day.,10/19/2011
351,10/11/2011 19:40,682,18,90,90 seconds,An unexplained unidentified flying object.,12/12/2011
352,10/11/2011 19:42,738,8,1800,30-minutes,At least 25 orange and red fireballs fly over New Bedford MA USA,12/12/2011
353,10/11/2011 21:10,318,8,30,30 seconds,6 orange balls of light over the Atlantic ocean.,10/19/2011
354,10/11/2011 23:23,229,2,480,8 min,Unknown lights.,5/29/2012
355,10/11/2012 01:00,758,2,4,4 seconds,Big extremely bright white light hovering in sky,10/30/2012
