sighting_id,datetime,location_id,shape_id,duration_seconds,duration_text,comments,date_posted
356,10/11/2012 02:45,362,4,3600,1 hour about,Orange sphere moving in unbeliveable waysanother green spehere near by with rays emerging form it.  Bizarre,10/30/2012
357,10/11/2012 04:00,729,18,2,2 seconds,Huge white streaking object moving high rate of speeds in night sky,10/30/2012
358,10/11/2012 08:00,368,10,7200,2 hours,4 objects metalic reflecting from rising sun in the east then witnessed what looked to be 7 more objects in a straight line. Then hear,10/30/2012
359,10/11/2012 19:30,91,18,300,5 minutes,Moving star and strange man,10/30/2012
360,10/11/2012 19:30,171,9,720,12 minutes,Slow moving bright light,10/30/2012
361,10/11/2012 19:45,767,8,300,5 minutes,Brightly lit object twice the size of a planet  traversed the night sky dimmed and disappeared from view.((NUFORC Note:  ISS? PD)),10/30/2012
362,10/11/2012 20:00,16,11,60,~1 minute,UFO sighted over Nanticoke PA,10/30/2012
363,10/11/2012 20:30,579,9,120,1-2 minutes,4 fireballs side by side,10/30/2012
364,10/11/2012 20:42,577,20,10,10 seconds,Driving on kent kangley road I observed a triangle arrangement of lights hovering about 100 feet off the ground.  The lights were multi,10/30/2012
365,10/11/2012 21:00,684,11,60,1 minute,About 9:00 pm Oct. 11 2012 driving home I first heard strange high-pitched siren-like sound and rolled down my window to hear what,10/30/2012
366,10/11/2012 21:01,285,4,30,30 seconds,10/11/12  Phoenix AZ  Sphere  30 sec   Yellowish-orange flashing sphere seen by myself        10/12/12,10/30/2012
367,10/11/2012 22:15,718,8,45,45 seconds,Red circular object surrounded by yellow glow flying w/no sound quickly coming out of east turning southbound,10/30/2012
368,10/11/2013 01:00,711,5,4,4 seconds,10 or so dimly lit white lights in a large arrow shape formation moving at high rate of speed.,10/14/2013
369,10/11/2013 06:13,480,8,120,2 minutes,Two slow moving star-like objects suddenly accelerated to light speed heading towards Jupiter,10/14/2013
370,10/11/2013 09:05,568,18,15,10-15 seconds,Five orange flying objects in the nights sky and no sound.,10/14/2013
371,10/11/2013 16:35,4,9,600,~10 minutes,Massive caravan of a hundred red/orange fireballs moving from west to east at a steady rate in formation for at least ten minutes.,10/14/2013
372,10/11/2013 19:00,628,2,240,2-4 minutes,Silent blue and white lights of craft object change color approach myself and boyfriend before changing into buzzing everyday plane,10/14/2013
373,10/11/2013 19:50,205,18,60,60 seconds,4 or 5 Orange Lights in Vermont Sky,10/14/2013
374,10/11/2013 20:00,472,8,300,4-5 minutes,Glowing Orange Fireball/Lights Seen at Turpin HS Football Game.,2/21/2014
375,10/11/2013 20:00,472,9,240,4 minutes,Cincinnati fire ball in the sky?,10/14/2013
376,10/11/2013 20:00,176,18,7200,few hours,Circle of Different color flashing light over gulf in naples,10/14/2013
377,10/11/2013 20:15,472,9,60,1 minute,3 fireball type objects close to downtown Cincinnati.,10/14/2013
378,10/11/2013 20:15,25,9,300,5 minutes,amber fireball descendingsplits into 3 objectsstopsthey hover above ground with erratic movements,10/23/2013
379,10/11/2013 20:20,759,9,60,1 minute,4 orange orbs zig zgging across the sky.  Quick movements forward and aft and side to side.,10/14/2013
380,10/11/2013 20:45,441,18,300,5 minutes,Saw a bunch of low-altitude lights drifting overhead.,10/14/2013
381,10/11/2013 21:00,64,4,180,3 minutes,Blue white streak in sky 2 orange orbs splitting. seems like it landed.,10/14/2013
382,10/11/2013 21:00,117,5,90,90 seconds,Brilliant slow moving light in fayetteville ny.,10/14/2013
383,10/11/2013 22:00,536,18,900,15 minutes,Groups of glowing orange objects moving randomly from east to west over Jupiter Inlet area at approximately 10:00 pm Oct 11 2013.,10/14/2013
384,10/11/2013 22:00,247,4,300,5 minutes,At or around 22:00 hours my Mother called me outside to look at something My Father and I walked out the front door and observed a larg,10/14/2013
385,10/11/2013 22:08,322,4,60,1 minutes,Large Orange Sphere over Polk county Wisconsin.,10/14/2013
386,10/11/2013 22:10,358,15,60,1 minute,5-8 orange lights over suburban Chicago,10/14/2013
387,10/11/2013 23:00,207,9,10,10 seconds,Fireball over the Strip.,10/14/2013
388,10/11/2013 23:15,79,9,2,2 seconds,Large orange fireball observed over Hell Michigan traveling from due south to due north directly overhead.,10/14/2013
389,10/1/1950 11:00,432,7,600,hr,SEVENTY SOME  FLYING DISK OBSERVED IN  1950,4/16/2005
390,10/1/1952 12:00,383,7,90,90 sec.,1952 daylight sighting of multiple discs in formation,10/31/2008
391,10/1/1954 19:00,280,8,60,1 minute,I saw the craft go across the horizon.  It appeared to be on fire I first thought it was a plane going down.  It landed near a farm.,4/12/2013
392,10/1/1956 19:00,269,6,300,5 minutes,Disk with glass center section and flames behind the glass,4/16/2005
393,10/1/1957 16:00,305,2,180,3 minutes maximum,This incident occurred about October of 1956 or &#8216;57. At the time I was Assistant station manager for a major airline in Anchorage as,12/7/2006
394,10/1/1957 21:00,186,7,10,10 seconds,Formation of approximately 8 light gray metallic disks silently crossing the night sky around October 1957 in northern NJ,4/16/2005
395,10/1/1959 19:00,680,2,60,1 minute,Late 1959 bright lights from a hovering object of unknown shape making a zed-zid zed-zid electrical sound.,4/16/2005
396,10/1/1961 03:00,201,4,180,2-3 mins.,Observed dull silver metallic sphere hovering outside of bedroom window as a child.  Had direct communication with sphere.,11/19/1998
397,10/1/1961 03:30,304,7,120,2 minutes,October 1961 Tulsa Oklahoma: low altitude slow disk object(s); high speed turns v. high accelleration.,4/27/2007
398,10/1/1961 19:00,93,7,1800,30 minutes,In October 1961 a silvery flattened disk hovered motionless over a local school fair for more than 30 minutes.,8/5/2012
399,10/1/1961 22:00,675,20,30,30 seconds,3 flat large  white lights in delta pattern no sound flying at tree-top level at 35-40 mph,5/14/2002
400,10/1/1965 06:40,276,16,900,15 min,Cloud hovering then moving at right angles with pulsating light coming from within,11/17/1999
401,10/1/1965 14:00,618,4,120,2 minutes,Saw sphere ping-ponging up and down and side to side in blue sky.,4/1/2000
402,10/1/1965 21:00,665,7,300,5 minutes,It could move very slowly or very quickly but either way it moved without making any noise.,4/16/2005
403,10/1/1966 20:00,141,18,240,4 minutes,One of the bright stars moved north curved upward flew in a wide arc then accelerated up into the cosmos.,1/11/2002
404,10/1/1966 22:00,639,18,1200,20 mins.,20 miles driving toward Anacortesa friend and I were listening to a radio station in Anacortes. The DJ said he had recieved calls abou,4/15/2000
405,10/1/1966 22:30,395,2,60,60 seconds,large quiet  craft covered with blackness and &quot;stars&quot; to not be noticed moving slowly southwest to north north east.,9/17/2000
406,10/1/1966 23:00,740,7,120,2 minutes,Saucer with no sound flew 100 feet above ground changed direction then left atmosphere in a split second.,12/16/1999
407,10/1/1967 02:00,86,4,600,10 minutes,34 years ago and still &quot; seeking the truth&quot;,8/5/2001
408,10/1/1967 13:00,440,8,30,30 seconds,My son and I went to a ballpark close by to play- we were the only ones there I happened to look up and right over us were 3 round uf,2/24/2007
409,10/1/1967 20:00,58,7,10,10 seconds,In October 1967 2 Disks sited heading north over Minneapolis MN.,4/16/2005
410,10/1/1968 00:00,119,10,1200,20 minutes,as i woke up in the early morning a bright redish orange light bathed the living roomat first i thought it was a fire but the light wa,12/16/2005
411,10/1/1968 20:00,713,8,600,5-10 minutes,While at the boathouse at St.Athonys one night we noticed what at first we thought was a bright star getting larger.It seemed to dart a,3/19/2002
412,10/1/1969 16:00,143,13,600,5-10 min,It was in the afternoon just before sunset at 20 Steiner St SF CA I saw above me and there was one other person who was with me on the,8/30/1999
413,10/1/1970 16:00,769,7,180,3 minutes,Hoovering disk like object by Father and Son Brookyln NY 1970,1/21/2008
414,10/1/1970 17:30,370,16,14400,about 4 hours,Hoseshoe shaped,12/7/2006
415,10/1/1970 19:00,504,16,900,15 minutes,36 year old reports an object he saw with his mother 31 years ago.,8/20/2001
416,10/1/1970 21:00,769,7,300,5 mins,Saucer/disklike craft with multi-colored lights sighted in Bayridge Brooklyn in 1970 with many eyewitnesses.,2/18/2001
417,10/1/1971 22:00,433,7,180,3 min,Powerless over UFO sighting.,1/17/2004
418,10/1/1972 01:00,317,2,10800,2-3 hours,Iwas abducted around age 7 or 8. They came will I WAS Asleep. they look into my room from the hall. They took me to a room. I think the,5/24/1999
419,10/1/1972 04:00,65,2,600,less than 10 minutes but,Slow moving object splits and one part sped away while the bigger part slowly moved in the opposite direction.,1/31/2011
420,10/1/1972 20:00,576,7,1800,20-30 minutes,Classic saucer shape seen in the early seventies.,4/9/2004
421,10/1/1972 23:00,694,6,900,15 min,STOP AND GO THE SIZE OF A LARG CAR WITH NO WINDOWS,1/3/2001
422,10/1/1973 01:00,48,4,900,15 minutes,We saw a large glowing sphere that looked like the moon but was obviously not since it was very close to us and could manuver.,9/2/2005
423,10/1/1973 15:00,128,7,1800,10-30 minutes,Group of  friends an I  follow a UFO on bicycles I have a sighting alone about a week later.,10/10/2011
424,10/1/1973 20:00,574,18,1200,20 minutes,Three large bright white craft  interacting &amp; manuevering rapidly accross a quadrant of night sky.,7/3/2013
425,10/1/1973 21:00,283,21,7200,not sure&#44maybe 2 hours,We were on the outskirts of town just passing the sewage treatment plant when this object with blinding white light enveloped the car,8/12/2008
426,10/1/1973 21:30,515,7,7200,2 hours,Lights in the sky and lost time.,10/10/2011
427,10/1/1973 21:30,315,13,37800,1 1/2 hours,Oval brilliant lights red glow windows metallic no sound; After we lost sight of it and went to find it it showed itself to us.,4/16/2005
428,10/1/1973 22:45,455,7,300,5 minutes,It was a star shaped object travelling south that stopped changed colors and sped off dissapearing in the night sky.,1/11/2002
429,10/1/1974 01:00,65,2,600,10 min,I was walking home from the Library at North Texas State University after the Library closed.  From a distance I saw a large red glowi,6/12/2008
430,10/1/1974 18:00,273,4,240,4 minutes,Upon coming home one evening in the early spring I saw in the eastern horizon three circular objects that looked like three full mooon,1/7/2000
431,10/1/1974 20:00,610,2,2,2 seconds,Sighting 3  An incidence occurred in mid-October 1974. I picked my son up from wrestling practice in the evening after school. We live,12/7/2006
432,10/1/1974 21:00,484,18,600,10 minutes,Three bright star like objects moving across the night sky at the speed of light and stopping on a dime.,12/7/2006
433,10/1/1975 22:00,688,1,1200,20 min,Group of 4 Orange Objects land near hills just west of small town of Maricopa Arizona... Oct 1975,1/21/2008
434,10/1/1976 07:00,400,7,120,2 minutes or less,A disk shaped flying object followed the path of our car just above the telephone lines.,1/11/2002
435,10/1/1976 19:00,419,7,600,10 minutes,Disk shaped UFO with continous changing color band in the middle.  Hoovered for a few minutes about 3 stories off the ground above a cr,3/2/2004
436,10/1/1976 21:00,387,7,900,15 minutes,Mid-1970&#39s Thonotosassa Florida sighting at Stacey and Knights Griffin,10/30/2006
437,10/1/1977 19:00,255,16,360,6 minutes,My brother his friend and I saw an orange pyramid-shaped object in the sky about 25 yards away from us and about 25 yards up.  We were,8/30/1999
438,10/1/1977 22:00,488,16,60,1 minute,Silhouette or dark object of craft appeared on moonless starlit-night backlit by glow straight overhead appeared to be approaching,4/16/2005
439,10/1/1978 00:00,476,17,300,5min,saw while parking with girl friend. rising full moonin back ground. 25 ft up. f 50 yrs away over field. hovering. completly silent. one,8/28/2003
440,10/1/1978 20:00,764,7,300,5 minutes,I believe this object was either a test vehicle of some sort or it was not of this world.,12/23/2002
441,10/1/1978 23:15,183,21,900,approx. 15 min,Object hovered for apprx. 5 min. then proceeded west - it was apprx. 300&#39 long 50-75&#39 wide 50-75&#39 high w/lights.,7/16/2006
442,10/1/1979 16:00,70,7,1200,20 minutes,Silent disk in afternoon daylight with over twenty witnesses,7/5/2008
443,10/1/1979 19:00,521,6,120,2 minutes,Large low-flying slow moving silent black rectangle with no lights,2/4/2013
444,10/1/1979 21:00,141,18,10,5-10 sec,Two bright fast-moving star-like objects with one traveling in a zig-zag motion.,4/16/2005
445,10/1/1979 21:00,571,7,7200,2 hours,Dancing lights over Olympia,7/5/2008
446,10/1/1979 21:00,622,7,300,5 min,Disk appeared over stadium at end of game... spun like a coin on a table...game ended ... never heard a thing about it.,2/16/2000
447,10/1/1979 23:00,174,18,240,4 minutes,8 UFOs in a circle suddenly take off radially away from each other.,10/23/2013
448,10/1/1980 01:30,325,16,30,30 seconds,A heavy rain night off work and was amazed how heavy it was raining awake and looking out thru my skylight. Suddenly bright overwhelmi,8/5/2001
449,10/1/1980 20:00,776,9,20,20 seconds,Ball of Fire that changed into a cone shape.,7/4/2012
450,10/1/1980 21:00,61,15,600,10 minutes,Sometime during the late 1970-s and early 1980&#8217;s I can&#8217;t remember the time of the year.   I was in my home in rural Shirleysburg PA.,5/13/2012
451,10/1/1980 22:00,428,10,180,2-3 minutes,Blimp shaped object with extremely bright lights hovered then rapidly dashed into the night&#39s sky.,10/20/2005
452,10/1/1981 20:00,556,13,2400,40 minutes,Two people in car see green oval object and lost time,1/10/2009
453,10/1/1982 22:10,199,9,240,3 to 4 minutes,blazing sphere across the southern sky from 1982,3/21/2003
454,10/1/1983 20:00,139,2,20,20 seconds,Zero to top Speed Instantaneously,5/12/2009
455,10/1/1983 21:00,140,7,180,3 minutes,it was as large as our house...and silent enough no one inside heard a thing...nor did i,9/9/2003
456,10/1/1984 01:00,569,18,600,10 minutes,Bright light of a  fast moving craft frightened me in the night on the Oregon Coast.,3/16/2001
457,10/1/1984 20:00,386,18,45,45 seconds,Light approaches at high rate of speed and makes a ninety degree turn.,2/24/2007
458,10/1/1984 21:00,135,20,180,3 min.,Silent very large one white headlight red lights around edges,4/2/1999
459,10/1/1985 00:00,526,20,900,15 min,triangle SHIP 60 to 80 feet highSPEED 3 TO 5 MPHI SAW IT ALL....................,2/24/2007
460,10/1/1985 05:30,76,18,240,3-4 minutes,Unknown light makes 90 degree turn and disappears.,5/11/2005
461,10/1/1985 05:30,447,4,300,5 min,Years ago my husband&#39s aunt and I witnessed something very strange on the way to work early one morning. It was about 5:30am and we we,11/28/2007
462,10/1/1985 21:30,53,20,3600,1 hour,Three lightspossibly single or part of object hovered over treeline changing colorand shape.,12/2/2000
463,10/1/1985 22:45,628,4,300,< 5 minutes,Red Light seen in Lawrence Kansas during Johnny Carson&#39s Monologue,1/10/2009
464,10/1/1986 01:00,267,8,2700,45 minutes,BRIGHT OBJECT DROPPING &quot;FIRECRACKERS&quot; FROM IT - IT SEEMED TO KNOW I COULD SEE IT - VANISHED IN A TYPE OF EXPLOSION,4/27/2004
465,10/1/1986 22:00,77,18,10,10 seconds,Missing time after seeing something that looked like the Northern lights.,1/11/2002
466,10/1/1987 20:00,283,13,1800,30 mins.,Two small glowing oval orange objects and one larger triangle craft in rural Oregon.,10/31/2008
467,10/1/1987 21:00,533,9,1800,30 mins.,sitting   in  a  car in a open  field keeping in mind this is in a  town where  we are in  the hills.  the  field during  the day has,1/19/2005
468,10/1/1987 23:00,652,20,180,3 minutes,Large black triangular object with lights on each side and at the points making no discernible noise.,8/5/2001
469,10/1/1989 16:00,40,7,180,2 to 3 min,LARGE SAUCER,2/14/2010
470,10/1/1989 18:00,527,13,300,5 minutes,3 starlike objects land on 1 large orange oval object in full daylight in sight of dozens of witnesses.,3/11/2006
471,10/1/1989 20:00,680,8,300,five minutes,Three gold circle UFOs fly in formation warp drive away and disappear.,11/21/2010
472,10/1/1989 20:00,717,13,300,5 minutes,Large oval craft with lights above house on north side of Route 55 between Pawling and Freedom Plains NY late 1980&#39s.,5/11/2005
473,10/1/1989 21:30,361,6,10,10sec.,Black rectangular craft over carmichael.,7/25/2004
474,10/1/1989 21:30,609,7,20,15-20 seconds,Silent Lo-flying Craft with Dome and Bright White Lights,11/26/2003
475,10/1/1990 17:00,651,13,300,05min,One Gray metal oval disc aporx. 10&#39x50&#39 clear sky  1 qaurter mile away,3/11/2006
476,10/1/1990 20:00,544,18,120,2min,a small light in the sky making the shape of a equiangular triangle then shooting away at a high rate of speed.,1/19/2005
477,10/1/1990 22:15,701,18,1200,20 minutes,A row of porthole shaped lights hovering at an altitude of approx. 500 feet spanning a distance of about 1 mile.,4/27/2007
478,10/1/1991 14:45,552,16,900,fifteen minutes,Hockey-puck-shaped-thing.,2/22/2002
479,10/1/1991 17:00,109,8,900,15 minutes,Patterned disks over southern california sky.,2/14/2008
480,10/1/1991 18:00,116,10,300,5 minutes,Silver cigar shaped object north of downtown Maryville TN in or around 1991,9/24/2012
481,10/1/1991 18:30,591,20,300,5 minutes,Triangular arrangements of lights appearing to begin to land on freeway miltary-ish cars mobilze around it,8/5/2012
482,10/1/1991 20:30,755,7,900,15 minutes,I saw a saucer shaped obiect with blue red green flashing lights on the way home from college.,3/31/2008
483,10/1/1991 21:30,160,10,5,5 seconds,For seven years I have kept this fairly quiet. I was walking my dog on a clear dark night where I live on the north west side of Las Ve,1/28/1999
484,10/1/1991 22:00,265,16,900,15 min.,A small globe descended from beneath the larger craft.,1/17/2004
485,10/1/1992 17:30,394,20,1200,20 minutes,While driving home from out-of-town I watched a dot in the sky that later hoovered over my car.,11/20/2002
486,10/1/1992 18:00,248,3,90,90 seconds,MISSOURI INVESTIGATORS GROUP Report:  We saw a large football shaped object hovering above an apartment complex .,12/12/2009
487,10/1/1992 19:00,555,2,20,00:20,I observed one nite several objects flying in a kind of oval formation and change to a vee formation. There wasn&#39t any sound.,11/9/1999
488,10/1/1993 02:00,720,20,900,15 minutes,My friend and I saw a triangle made of smaller triangles fly over us at a low altitude.,1/28/1999
489,10/1/1993 20:00,434,18,7200,2 hours,Lights in localized semi-rural area beams emitted possible sound possible contact video tape,2/14/2008
490,10/1/1993 20:00,663,18,1800,20-30 minutes,Floating Light Like a Spotlight,11/3/2005
491,10/1/1994 11:30,181,20,1200,20 min,It was triangle shape with white lights at each corner of it and a large red one in the middle.,4/26/1999
492,10/1/1994 13:13,769,7,15,15 seconds,a flying colorful disc above my car near Erie.  ((NUFORC Note:  Possible hoax??  PD)),6/12/2007
493,10/1/1994 20:00,239,1,300,5 minutes,Chicopee State Park Craft seemed to be shooting balls of light or breaking up,12/16/2005
494,10/1/1994 20:00,344,20,3,3 seconds,Black triangle,10/12/2001
495,10/1/1994 21:00,43,10,600,10 minutes,Triangle shaped object hovering above the water.,11/28/2007
496,10/1/1994 23:00,160,8,5,5 seconds,Bright green object in flight allmost colided with my aircraft.,10/15/2002
497,10/1/1994 23:30,466,7,300,5minutes,I was driving by on the road and seen this saucer  it was ON the ground near a house. I stopped down the road and got out to get a clo,11/20/2002
498,10/1/1995 17:00,604,7,300,less than 5 minutes,Disintegrating object.,10/31/2003
499,10/1/1995 18:30,671,6,600,10 minutes,Low flying rectangular object with very bright lights on all sides.,5/24/2005
500,10/1/1995 22:00,138,16,20,20 seconds,Sheild shaped craft spotted at outdoor concert with orange glow moivng at high speed.,3/11/2003
501,10/1/1995 22:00,771,20,60,1 minute,Triangle with three large dim amber lights flew rapidly overhead and rotated once.,10/31/2008
502,10/1/1995 23:00,575,20,600,10 minutes,six light triangle in dover,9/24/2003
503,10/1/1996 01:00,412,15,30,30 seconds,Three bright orange-white lights moving in a V formation from northeast to Southwest The center light would change position front to re,1/28/1999
504,10/1/1996 05:30,482,20,180,3 minutes,Low-flying triangular object,10/11/2005
505,10/1/1996 08:00,769,13,300,5 mintues,Possible UFO Sighting Manhattan New York 1996,2/14/2008
506,10/1/1996 17:00,714,4,600,10 mins,Metalic ball floating motionless in high winds over San Jose CA.,8/12/2008
507,10/1/1996 18:00,451,4,30,30 sec.,Antigravity flying sphere,10/12/2001
508,10/1/1996 22:30,678,9,180,2-3 minutes,2 orange fireballs moving across sky ~ crazy acrobatics,12/12/2011
509,10/1/1997 00:00,693,20,600,10 minutes,In october 1997 my dad and I seen 3 lights in the shape of a triangle tumbling over each other in Bemidji Minnesota.,12/3/2004
510,10/1/1997 01:20,600,6,40,40 seconds,I had just got off of work at 1:15 a.m. I was driving down to the Hypermart USA because it was the only store open 24 hrs. I notice thi,11/20/2001
511,10/1/1997 03:00,735,16,300,05 minutes,Rural mountain area. Tree covered hill. 1860&#39 MSL. I awoke to see a bright white light approx 1500&#39 so east of my camper. The circular,10/2/1999
512,10/1/1997 09:00,499,10,120,2 minutes,Cigar shaped silvery-white object @ 500-100&#39 up in a clear blue cloudless sky.  Object was silent immobile and when I glanced dow,1/28/1999
513,10/1/1997 19:00,27,18,1200,15-20 minutes,Three red lights,4/14/2009
514,10/1/1997 19:00,657,20,180,3 minutes,Large black triangular object flew low and silent over South Carolina state prison yard.,1/10/2009
515,10/1/1997 21:00,712,20,60,1 minute,WIFE AND I DROVE ONTO START OF OUR STREET NOTICED TWO LIGHTS NOT USUALLY THERE.  STOPPED CAR GOT OUT SAW TWO CRAFTS.  NO NOISE AND H,6/23/1999
516,10/1/1997 21:30,459,20,60,-1 min,I was traveling home from visiting my dad in Carle Hospital on 113 heading towards Custer Park IL. It was dark out I was in farm count,1/19/2005
517,10/1/1997 21:30,9,18,60,1 minute,High altitude light turned dropped several Thousand feet turned and disappeared&#33,11/19/1998
518,10/1/1997 21:55,509,16,300,5 mins,Yellow/Orange lighted object moving from NE to SW. Very bright toy top shape with no sound. About the size of a penny held at arm reach,1/28/1999
519,10/1/1997 22:00,341,20,1200,20 min,Triangular shape with lights in a V no sound very slow moving.,10/30/2006
520,10/1/1997 23:15,659,18,60,1 minute,3 oval shaped reddish-orange lights flew over my house heading directly south. The lights formed a perfect triangle but flying severe,1/28/1999
521,10/1/1998 00:00,72,20,120,a few minutes,We saw 5 triangular objects moving at high altitude to the south circling each other like small birds.,7/5/1999
522,10/1/1998 00:10,732,18,5,5 sec,GETTING OUT OF MY CAR TO WORKI SAW A WIDE GREEN STREAK OF LIGHT IN THE SOUTHWEST SKYFROM SKY TO GROUND...........,11/1/1998
523,10/1/1998 01:30,99,9,5,5 seconds,We own a farm here in St. Paul. We (my mother and I) had pulled off to the side of the road to check on some farm equipment we had in a,11/1/1998
524,10/1/1998 02:00,270,7,180,3 min.,burnt out disk  gets ride from trucker to air force base,11/2/2004
525,10/1/1998 04:30,739,9,120,2 min.,Sighted during the major meteor shower last year.,4/2/1999
526,10/1/1998 05:30,252,18,1800,30 minutes,Large light object in sky with lightning storm and huge beam of light from below in  southern Colorado,1/3/2001
527,10/1/1998 10:00,143,4,420,6-7 minutes,Soccer Balls over SF,2/3/2012
528,10/1/1998 13:30,703,7,1200,20 minutes,I can only say that I know what I saw  I even took a digital picture of it.  1:30 in the afternoon  clear blue sky  an airplane head,10/19/1999
529,10/1/1998 16:00,238,9,4,4 seconds,Fireball streaked across the sky and fizzled out 5 miles inland,4/2/1999
530,10/1/1998 18:50,71,9,7,six to seven seconds,At dusk an orangewhitepinkand voilet color fireball traveled totally horizontal west to eastnot as fast as a shooting starand the,11/19/1998
531,10/1/1998 18:56,3,13,120,2min,hovering above city landfill.  beam of light from craft to ground.,11/1/1998
532,10/1/1998 21:00,411,20,60,60 seconds,silent and large UFO just above tree tops.,8/5/2009
533,10/1/1998 21:15,670,20,900,15 min,An object which resmbled car headlights in the sky was spotted to SW.  A discernable craft flew directly overhead and proceeded to disa,11/1/1998
534,10/1/1998 23:10,745,16,300,5 minutes,I was driving south on U.S. Hwy 51 and I saw a craft that didn&#39t move for 5 or more minutes.  The craft also made no noise.,11/19/1998
535,10/1/1999 00:30,655,9,30,30 seconds,Observed amber bright light decending for apx. 20 seconds.,10/19/1999
536,10/1/1999 01:00,633,18,60,i minute,a green-blue light comes out and down out of a cloud and goes back into the cloud,5/14/2002
537,10/1/1999 04:00,732,18,25,15-25 seconds,looking west the object appeared approx near the top of our atmosphere. It was huge&#33 It at first just seemed to appear out of thin air.,11/2/1999
538,10/1/1999 04:40,539,20,300,5or more minutes,The front was shaped like a triangle with two lights on the wing tips. Blueish-gray in color...Low rumbling sound Moving very slow.,10/2/1999
539,10/1/1999 17:00,769,2,5,5 seconds,I witnessed a being in the middle of the day in Manhattan about six and a half feet its face definately not human?,2/18/2001
540,10/1/1999 18:12,13,10,120,2 min,Soundless cigar shaped object(s) transited South to North. Weather- clear unlimited visibility near 70 degrees F.,10/19/1999
541,10/1/1999 19:00,160,18,15,app. 15 seconds,A moving object which possibly changed speed and direction in an unorthodox manner,10/2/1999
542,10/1/1999 20:00,278,2,25,25 sec.,Red and Green light in the sky.,10/19/1999
543,10/1/1999 22:05,470,5,15,15 seconds,Looked up an saw tiny points of light creating the shape of a Chevron.,10/19/1999
544,10/1/2000 01:00,513,15,540,9:00 minutes,The lights changed colors and there was a strange noise.,12/2/2000
545,10/1/2000 01:30,262,7,600,9 to 10 min.,THE OBJECT WAS UP TO HIGH FOR DETAIL BUT WAS CIRCLE IN SHAPE AND WAS BRIGHT WHITE LIGHT,4/1/2001
546,10/1/2000 14:00,642,18,120,2 minutes,A bright oval shaped light flying faster than anything I had ever seen before.,8/30/2013
547,10/1/2000 18:00,505,4,180,2-3 minutes,Two strange bright objects at dusk in the central valley.,7/1/2002
548,10/1/2000 19:40,169,10,20,20 sec,tHIS IS A CORRECTION TO A REPORT THAT I MADE LAST WEEK.   WHEN WE SAW THE LIGHT MY WIFE AND NEIGHBOR WERE BEHIND ME AND THEY WSAW THE O,12/2/2000
549,10/1/2000 20:00,287,2,15,15 seconds,Faint starlike object  moving in space at high speed stopped and lined up with other 3 faint stars.,12/2/2000
550,10/1/2000 20:00,357,2,3600,1 hour,bright white light the size of a distant star that made eratic movements and complete stops,12/20/2000
551,10/1/2000 20:00,372,20,300,5 minutes,UFO sighted in Wheaton MD,10/30/2006
552,10/1/2000 21:00,20,16,10,10 seconds,Two points of light darted across the sky side by side crossed paths and continued out over the Florida Panhandle,8/5/2001
553,10/1/2000 21:30,100,18,300,3 to 5 minutes,saw 4 lights going in what i thought was a clover formation,12/2/2000
554,10/1/2000 21:30,583,18,30,about-30sec,white disappearing lights,12/2/2000
555,10/1/2000 22:00,127,20,120,appox. 2 mins,Three glowing spheres under dark triangular shape no sound,11/20/2001
556,10/1/2000 23:15,413,11,900,15 minutes,2 objects over jones beach NY sent Red beam then blue beam on our car.,12/2/2000
557,10/1/2001 19:00,383,18,900,15 minutes,3 bright lights at high altitude west of Kansas City at 2100 hours on 10/1/01 in a general westward movement.,10/12/2001
558,10/1/2001 20:30,311,20,300,5 minutes,Spotted Triangular object while exiting highway almost crashed into cop was not even pulled over.,11/8/2003
559,10/1/2001 20:35,118,13,10,10 seconds,Incandescent light-greenish Orb with Red Halo spotted in sky over Northern woods..................,10/12/2001
560,10/1/2001 21:00,709,1,180,3 minutes,Low flying object changed from bright blue square to red diamond shape...loud ..then silence and it was gone.,10/12/2001
561,10/1/2001 22:00,474,18,30,30 seconds,Outline: 1) Clear dark night.2) directly above me 3) appeared to be an orbitting satellite but was bluish and smaller than most.,7/1/2002
562,10/1/2001 22:30,57,14,2,2 seconds,Bright flash witnessed near Albany New York,6/12/2002
563,10/1/2002 00:30,215,8,1,sec.,Look I can&#39t recall the date exactly  but it was in that area of time especially the hour of night.  It could be in a range of two wee,12/23/2002
564,10/1/2002 03:00,355,13,420,07:00,lights moving in the sky 7 landing in Oakland over coliseum &amp; airport,10/15/2002
565,10/1/2002 05:30,216,16,5,4-5 seconds,Among the Northern lights a bright green fireball from West to East,10/15/2002
566,10/1/2002 05:30,364,9,10,8-10 seconds,Giant Blue-Green fireball falls from the sky at 0530 in washington state,10/15/2002
567,10/1/2002 05:30,648,4,3,2-3 seconds,A large metor going through the atmosphere white tail turning blue and then red/orange and disapear.,10/15/2002
568,10/1/2002 05:30,700,8,330,05:30,While traveling north on hwy 167. A green light traveling from the west and heading east flew across the sky. The round light appearin,10/15/2002
569,10/1/2002 05:35,409,20,15,10-15seconds,Silent large flying v of 5 orange glowing patches gives fright.,10/15/2002
570,10/1/2002 05:35,193,2,1,a second?,On the morning of 10/01/02 I was driving to work on HI5 in Seattle Wa. and I was south bound by the old Rainier Brewery and saw a brigh,10/15/2002
571,10/1/2002 05:42,193,12,3,3 seconds,Initially a comet in appearance but speed was too slow.,10/15/2002
